name,director,year,genre,likes,rating,critics,imbdScore,Torrent720,Torrent1080,cantComent,synopsis
"Clean, Shaven",Lodge Kerrigan,1993,Crime / Drama / Thriller,4,-,-,7.1,https://yts.mx/torrent/download/EFF04946F8E7178E09684A230F3D2B2499C050E2,https://yts.mx/torrent/download/D30F39F575053C3144E1F4E633CDE22FCA00130D,0,"Clean shaven a tough film for some to take, but it contains by far the most honest and moving portrait of schizophrenia every put on the screen. Peter Greene portrays a young man who'd been instatutionalised. Now outside, he's desperately trying to find a way to both function in the world, and to search for his young daughter, who he had before being hospitalised, and had only seen as an infant. It's a hard film for some to watch, but it's also highly rewarding -especially in Mr Green's riveting performance. —Tad Dibbern"
Ted K,Tony Stone,2021,Biography / Crime / Drama,20,50%,85%,6.2,https://yts.mx/torrent/download/18465348293DDC63000D91B6444BBDF53D571D46,https://yts.mx/torrent/download/3BBB3E1290105B79684962D584E2F656016CBCFB,24,"Ted K lives a life of almost complete seclusion in a simple wooden cabin in the mountains of Montana. But then this former university professor, who despises modern society and its faith in technology, becomes radicalized. What begins with local acts of sabotage, ends with deadly bomb attacks. To the outside world, Ted K becomes known as the Unabomber. Based on Ted Kaczynski's diaries and writings, Tony Stone's film is a kaleidoscopic true crime journey into the life of one of America's most complex and eccentric killers. It features a tour-de-force performance from Sharlto Copley who portrays the complexity of this unique outsider, raging at the forces of both the inescapable technological society that plagues him and his own inner demons."
Dancing with Maria,Ivan Gergolet,2014,Documentary / Music,0,-,-,7.3,https://yts.mx/torrent/download/D8BAC8CF8A66473BD9920DE6CBAC428A87EC0CE8,https://yts.mx/torrent/download/BAFA8E304601DB501B135C2131FF340E5F6CE104,0,"Maria Fux is a 90 years old Argentinian dancer. In her studio in Buenos Aires she is dancing, teaching and conserving the elegance and the energy of a young performer. She gives to people in her classes the possibility to develop their own way of expressing themselves. After a period of training with her, a lot of them spring out, as if something new is waking up. They take part in one of the most ancient human struggles: the battle of human beings against their limits. Maria Fux is not an exception. She is pushing her old body to the limits, but there's an unknown force coming from inside, that makes her still dancing. This film wants to tell the power of that force."
Genji monogatari,Kon Ichikawa,1966,Animation / Drama,2,-,-,6.6,https://yts.mx/torrent/download/B7B2D8D2785797A296614B0B569653EB89256C52,https://yts.mx/torrent/download/A3D0AA2ACB3E47861A4D12700112997E01C371CE,1,"Based on the classic novel by Murasaki Shikibu, written over 1000 years ago. Genji, the son of the emperor, has gained renown among the nobility of Kyoto for his charm and good looks, yet he cannot stop himself from pursuing the one object of desire he must never obtain: his father's young and beautiful bride. Following the tragic consequences of his obsession, Genji wanders from one affair to another, always seeking some sort of completion to his life. —Jean-Marc Rocher"
Harry Potter 20th Anniversary: Return to Hogwarts,Eran Creevy,2022,Action / Documentary / Family,136,87%,93%,8,https://yts.mx/torrent/download/583A04EEABECF49530DD547E232EE2532CD7A721,https://yts.mx/torrent/download/180D1CEB84CDE71D4461E71421C1107199518695,66,"Cast members from all ""Harry Potter"" films reunite in a retrospective special to celebrate the anniversary of the first film, including interviews and cast conversations."
The Summit of the Gods,Patrick Imbert,2021,Adventure / Animation / Drama,8,90%,100%,7.5,https://yts.mx/torrent/download/A779B60C351B031C3B155EE7708A4821447ED868,https://yts.mx/torrent/download/39226746F34AA2F04F0689B7389747F9D39C0C52,5,"Were George Mallory and his companion Andrew Irvine the first men to scale Everest on June 8th, 1924? Only the little Kodak camera they took with them might reveal the truth. In Kathmandu 70 years later, a young Japanese reporter named Fukamachi recognizes the camera in the hands of the mysterious Habu Jôji, an outcast climber believed missing for years. Fukamachi enters a world of obsessive mountaineers hungry for impossible conquests on a journey that leads him, step by step, towards the summit of the gods."
Punishment Island,Masahiro Shinoda,1966,Drama / Mystery,3,-,-,7,https://yts.mx/torrent/download/3CC92564BAAE4A5D2360D4FBEC7383E706B79964,https://yts.mx/torrent/download/4346C0BD1CB4F04FBBF9BDAB507298E9F95CA922,0,"Seeking revenge against the guard who tormented him, a young man returns to the island where he was imprisoned in reform school. But his plans for vengeance are disturbed when he encounters a strange and beautiful young woman. —Jim Beaver"
Josépha,Christopher Frank,1982,Drama,0,-,-,6.2,https://yts.mx/torrent/download/29C2C9A382CBAEE69F7EAF2028B7CFF7CC9D4CD0,https://yts.mx/torrent/download/F879720033B0CD1925ABE317D5F2DB7B90EAFA98,0,"Michel and Josepha play supporting parts in third-rate movies ;they also perform on stage ,but they find it hard to fill the halls .Their relationship suffers accordingly.While making a film in Vichy ,Josepha meets Régis, a wealthy horse breeder with whom she has a love affair ,to take revenge on Michel who used to cheat on her with a press attache .The former lovers are still in touch but Josepha decides to live with Regis and his daughter Babette.Meanwhile ,Michel finds at last his lifetime part:Macbeth. —dbdumonteil"
The Adventure of Denchu-Kozo,Shin'ya Tsukamoto,1987,Comedy / Horror / Sci-Fi,4,-,-,6.6,https://yts.mx/torrent/download/BEDFEE855459EAA14ED94CD6907067DAFFBAF67B,https://yts.mx/torrent/download/DD54ABA83C637E74843E3576948BF2870AAD00A8,1,"Hikari is a boy who is bullied and teased by the other boys at school because he has the odd distinction of having an electricity pole growing out of his back. However, one of his classmates, a girl named Momo, comes to his rescue. Hikari thanks her by sharing his secret possession with her: a time machine. He then activates the time machine which transports him 25 years into a dark, dystopian, world of the future. There he encounters members of the Shinsengumi Vampire Gang in the process of hunting a woman named Dr. Sariba who is revealed to be Momo's future self. She explains to Hikari that she had been long expecting his arrival from the past and that he has a crucial role to play here -- he and he alone must save the world. —Dr. Jay Trotter"
Man Vs. Puma,,2018,Action,0,-,-,0,https://yts.mx/torrent/download/D52757437F702D781806CFBE65FD16BA3C67FE50,https://yts.mx/torrent/download/693684AA13D8F6520873CED4CA2829C0DF09C82F,1,
Charlie and His Two Chicks,Joël Séria,1973,Comedy,0,-,-,6.3,https://yts.mx/torrent/download/7A6174EABFA056D0C8A2444F2F28B13A8375DBB8,https://yts.mx/torrent/download/0D10E547FBB94C0843A7F66A07CC8EA4A2D227B1,1,"Charlie,a forty-something , and two girls ,Guislaine and Josyane, are on the dole.Charlie has a van and they go from town to town,selling oilcloth in the market places..it won't be long before the three of them sleep together.But they meet Tony a lady killer who sells miniature cathedrals and who owns a comfortable trailer. Josiane is seduced but shortly after the buck walks out on her. —dbdumonteil"
The Space - Theatre of Survival,Dan Poole,2019,Documentary,0,-,-,8,https://yts.mx/torrent/download/20D48B69046927D1C0BC06250D23CFA68A18800B,https://yts.mx/torrent/download/F42312D418F02FFD225EE08114CF5B58771167D3,0,"1972, the height of the apartheid struggle. South Africa, the government had silenced the non-white majority, racial tensions reached a breaking point. A group of artists risked everything to build a safe space dedicated to all freedoms-artistic, social and political."
Underdog Knight,Sheng Ding,2008,Crime / Drama,1,-,-,6.1,https://yts.mx/torrent/download/3E529DD8F9897E50D9C12FBB90152635D3380741,https://yts.mx/torrent/download/A650E6A10C31C3AD9A37F2F02BB96A7FE8C787F6,0,Lao san is a highly motivated navy man. In saving a friend from drowning he suffers hypoxia. The lack of oxygen causes permanent brain damage and he is no longer able to function to a normal level of intelligence. After being discharged from the navy he remains caught obsessively in the training he received. With only a young deaf boy for a friend he moves around the city fighting crime and trying to teach petty thieves the simple lessons of right and wrong using his martial arts background. —[email protected]
Hubble's Cosmic Journey,Christopher Riley,2015,Documentary,3,-,-,8.2,https://yts.mx/torrent/download/F23E8F7C0CB1E45F9C5D1EEB70F8A907DFE38211,https://yts.mx/torrent/download/483EFBB07A73727A59E85EDAB670ACA6F6FFF0F4,1,"Since its launch in 1990, the Hubble Space Telescope has captured thousands of stunning images of space, revolutionized our understanding of the universe and become a global icon. To mark its 25th anniversary, National Geographic Channel tells the definitive story of NASA's most successful science project ever, in Hubble's Cosmic Journey, narrated by Neil deGrasse Tyson. —Chintan Nishar"
Wonderful Paradise,Masashi Yamamoto,2020,Comedy / Fantasy,1,-,80%,6.3,https://yts.mx/torrent/download/569E0A342BFB6A94036DDB844F84698350B05276,https://yts.mx/torrent/download/1A6BDC4DB16FD756C1297895D105724A9384D7EB,0,"At a large mansion on the outskirts of Tokyo, Shuji SASAYA looks around a room with full of packed cardboard boxes. He has to sell this mansion because of his mistake. His hermit son, Yuta, brings a homeless into the house, and his daughter has frustrated by her reckless father, and wrote on Twitter, ""Let's have a party today at my place. Anyone is welcome!!"" A re-tweet sound is ringing at high speed beside her sleeping. The first to come to the Sasayas were moving companies Taichi and Atsushi, and a divorced mother of Yuta and Akane, Akiko. She seems to have hit-and-run away from the moving truck. A gay couple looking for a wedding venue, elementary school students come to rent a shower, two men cultivating suspicious plants on the premises of the Sasayas, and other peculiar people get together to have a wedding, a funeral and even a festival at the mansion. Both the living and the dying are in the rage of frenzy, the story unfolds. —Geta Films"
Taste,Bao Le,2021,Drama,2,-,-,5.9,https://yts.mx/torrent/download/1D80EB741A7E21B0A94586A6BA23811ECDD2E81A,https://yts.mx/torrent/download/A0E83D6A3459E9454303BA89E6AB9D19AFC0C65A,0,"Bassley, a Nigerian footballer living in Vietnam, has been unable to make a living since he broke his leg. He and four middle-aged women he sometimes works for decide to escape the disappointment of their daily lives. They go to an old house where together they create a special world for themselves. But this intimate utopia cannot last forever."
The Wrong Cheerleader Coach,David DeCoteau,2020,Thriller,0,-,-,4.3,https://yts.mx/torrent/download/B475127F458BE7FA044238A8E11C96DC0C13750B,https://yts.mx/torrent/download/F391CCEC2D3E2A755E00E1C47BCF4F760D7F8241,0,"When Jon and his daughter Hanna move from Chicago to California to start a new life after the passing of Hanna's mom, they are delighted when the head cheerleader coach, Ms. Burke, invites Hanna to join the squad. When the new assistant coach, Devan, offers private cheer lessons, it turns out that she is interested in more than helping Hanna - she has set her sights on Jon and will stop at nothing to get what she wants."
Jeremiah,Harry Winer,1998,Biography / Drama / History,5,-,70%,7.1,https://yts.mx/torrent/download/2971A4DEE457527A0696D7692C7D82CDC4A07FA7,https://yts.mx/torrent/download/ECF2F00E913F681688FE656EE96FCA0389BB7413,7,"The young Jeremiah grows up in a priest's family in the village of Anathoth, near Jerusalem. God appears to Jeremiah in different human guises on several occasions, and makes it clear to him that he has been selected to announce God's message to the people of Jerusalem: a mighty ruler from the north will attack the Kingdom of Judah if the people there continue to worship false idols, and fail to remember the One God. No-one in Anathoth believes Jeremiah's prophecy, however. Instead, he is accused of blasphemy and is physically attacked - and not even his family comes to his aid. Nevertheless, with the help of Baruch, a temple scribe who hears Jeremiah's first sermon and becomes his disciple, Jeremiah succeeds in announcing the word of God. The prophet's message of impending doom incurs only the wrath and rejection of the ruling classes, the priesthood and the King. Jeremiah can find no audience, and lands up in captivity again - but even though he even has to leave his true love for Judith to fate, he still sticks firmly to his mission. It is only when war with the enemy forces from Babylon seems inevitable that the people of Jerusalem start to grow restless, and Jeremiah gradually starts to win support. However the King, who is taking the advice of the false prophet Hananiah, is certain that the country's powerful neighbours, the Egyptians, will come to his assistance. Shortly afterwards, however, the Babylonians lay siege to the Holy City. Although the King now believes Jeremiah, he still finds it impossible to make the decision to surrender the city. Jerusalem goes up in flames, and the people are led off into exile in Babylon. —Anonymous"
Subjects of Desire,Jennifer Holness,2021,Documentary,3,-,100%,8,https://yts.mx/torrent/download/73F4DA2F3A08F4ACFFC7B9BA4B601BBA7403CF31,https://yts.mx/torrent/download/D82FCF9A1036ADFF70D4E40285FA60220E35098B,1,"Subjects of Desire is a timely feature documentary that examines the cultural shift in North American beauty standards towards embracing (or as some feel - appropriating) Black aesthetics and features. From society's new fixation on the 'booty', fuller lips, the dramatic rise of spray-tanned skin, ethnic hairstyles, and athletic bodies some people might argue that Black women are having a beauty moment. However, others however argue that traditionally Black features and attributes are in fact seen as more desirable when they are on White women rather than on Black Women. Whatever you believe, Subjects of Desire will explore the manifestations of this shift by examining the historical and popular cultural expression of Black and White beauty. Specifically, we will look at how this is embodied with real people in their daily lives. Weaving through past and present and told from the point of view of women actively engaged in this debate, Subjects of Desire is a culturally significant, thought-provoking documentary that ultimately deconstructs what we understand about race and the power behind the beauty. —Maya Bastian"
"Pretty Cheaters, Deadly Lies",Leo Scherman,2020,Thriller,0,-,-,5,https://yts.mx/torrent/download/C5BB7929FCF53CF164682736DE1FA37C78A94B75,https://yts.mx/torrent/download/F46E7EFF0B2ABE5BBA1E8ED3D032AEFE44A5028A,0,"Tricked into a compromising situation, a high school senior thinks she can stop her cousin's blackmail by taking her college entrance exam for her, but soon learns her cousin has even darker plans for her"
Fishing for Love,David Bercovici-Artieda,2021,Comedy / Romance,1,-,-,6,https://yts.mx/torrent/download/52D77C563FEF13FE8797C8558802E65132D0DF3C,https://yts.mx/torrent/download/1A4BD7D2B542A8C08ABD6EAA989F08FA41E0089A,0,"When Kendall, a successful restaurant designer comes home to Mystic Bay for the annual Big Catch Festival, she finds herself in uncharted waters with town newcomer Zack. Is Kendall baited for trouble in her home town or will she catch true love? —Abigail Bahret"
Cat Wars: Lion Vs. Cheetah,,2011,Documentary,0,-,-,7,https://yts.mx/torrent/download/4287CAADB163D81353A205BFBE8C4D220781F503,https://yts.mx/torrent/download/C82F3C700C2C0E164D042FF332CAD2336FFCB9FA,0,
Dark Room,Kirio Urayama,1983,Drama / Romance,2,-,-,5.4,https://yts.mx/torrent/download/45019ADD98F36BB3DDFFAA287C1D5D778784F059,https://yts.mx/torrent/download/8AF1AE7EF03A8B5A4C003A2AF782426874268188,0,"Nakata, a writer, lives with the painful memory of the death of his wife, whose life was cut short a few years earlier. Was it an accident or was it suicide? Doubt persists. In order to escape his guilty conscience, Nakata gives up on marriage and fatherhood. Thus freed, he embarks on an obsessive sexual jeorney and records his adventures in a book, ""The Dark Room"". A philisophical essay on sexuality, reproduction and the fate of mankind."
Eiffel,Martin Bourboulon,2021,Biography / Drama / History,14,-,80%,6.2,https://yts.mx/torrent/download/9CBC2543A82A43438059809296135D15FEE59799,https://yts.mx/torrent/download/B1185A9B34DB2EAF5C8D8FA0F36EB2FBF9BA3072,3,"The government is asking Eiffel to design something spectacular for the 1889 Paris World Fair, but Eiffel simply wants to design the subway. Suddenly, everything changes when Eiffel crosses paths with a mysterious woman from Arun's past."
